University,services,website
Peru State College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.peru.edu 
Wayne State College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Veteran's counselor,www.wsc.edu 
Nebraska Wesleyan University,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Women's services,www.nebrwesleyan.edu 
Northeast Community College,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.northeast.edu 
North Dakota State University,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.ndsu.edu 
North Dakota State College of Science,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor,www.ndscs.edu 
Dickinson State University,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Financial aid counseling; Minority students services,www.dickinsonstate.edu 
Mid-Plains Community College,Career counseling; Financial aid counseling; On-campus daycare; Placement services for graduates; Alcohol/substance abuse counseling; Adult (re-entering) student services/programs; Personal counseling; Economically disadvantaged students services; Employment services for undergraduates,www.mpcc.edu 
North Hennepin Community College,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Economically disadvantaged students services; Legal services; Minority students services; Financial aid counseling; Veteran's counselor,www.nhcc.edu 
Northland Community & Technical College,Career counseling; Financial aid counseling; Minority students services; Personal counseling; Veteran's counselor; Women's services,www.northlandcollege.edu 
Normandale Community College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.normandale.edu 
Southeast Community College- Milford,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Veteran's counselor,www.southeast.edu 
Nebraska Christian College,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Alcohol/substance abuse counseling; Chaplain/spiritual director; Financial aid counseling; Minority students services,www.nechristian.edu 
Northwest Iowa Community College,Financial aid counseling; Personal counseling; Veteran's counselor; Employment services for undergraduates,www.nwicc.edu 
North Central University,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Chaplain/spiritual director; Women's services,www.northcentral.edu 
Las Positas College,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Adult (re-entering) student services/programs; Veteran's counselor,www.laspositascollege.edu 
Lone Star College System,Career counseling; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Alcohol/substance abuse counseling; Women's services; Economically disadvantaged students services; Minority students services; Adult (re-entering) student services/programs,www.lonestar.edu 
